"Date","Various bitcoin currency statistics"
"2012-02-11",364050.08
"2012-02-12",444742.958
"2012-02-13",336255.744
"2012-02-14",1272718.19
"2012-02-15",1218761.589
"2012-02-16",1710441.061
"2012-02-17",1128149.138
"2012-02-18",668757.379
"2012-02-19",471283.486
"2012-02-20",398966.315
"2012-02-21",361327.069
"2012-02-22",628104.853
"2012-02-23",810128.365
"2012-02-24",587906.68
"2012-02-25",523252.138
"2012-02-26",330484.637
"2012-02-27",362452.758
"2012-02-28",386149.324
"2012-02-29",342453.111
"2012-03-01",453115.724
"2012-03-02",731389.396
"2012-03-03",422063.143
"2012-03-04",630240.967
"2012-03-05",437601.315
"2012-03-06",360222.311
"2012-03-07",403618.032
"2012-03-08",413181.356
"2012-03-09",605187.451
"2012-03-10",534069.033
"2012-03-11",352413.026
"2012-03-12",523378.295
"2012-03-13",668177.835
"2012-03-14",460298.91
"2012-03-15",624033.815
"2012-03-16",492599.654
"2012-03-17",506495.497
"2012-03-18",403515.814
"2012-03-19",358260.285
"2012-03-20",496018.04
"2012-03-21",547823.258
"2012-03-22",640130.221
"2012-03-23",931256.275
"2012-03-24",893589.034
"2012-03-25",522493.174
"2012-03-26",423096.024
"2012-03-27",600916.995
"2012-03-28",693995.095
"2012-03-29",1067404.03
"2012-03-30",1093096.442
"2012-03-31",958244.847
"2012-04-01",469525.437
"2012-04-02",810177.589
"2012-04-03",759655.14
"2012-04-04",751035.768
"2012-04-05",1026300.846
"2012-04-06",602873.725
"2012-04-07",407210.866
"2012-04-08",879113.678
"2012-04-09",1580081.103
"2012-04-10",1168453.422
"2012-04-11",1113398.834
"2012-04-12",1625269.808
"2012-04-13",944297.838
"2012-04-14",811725.622
"2012-04-15",1329795.842
"2012-04-16",1516544.526
"2012-04-17",1161251.579
"2012-04-18",1158712.007
"2012-04-19",739373.632
"2012-04-20",2411391.363
"2012-04-21",1486036.532
"2012-04-22",1150690.449
"2012-04-23",774046.06
"2012-04-24",800438.047
"2012-04-25",748268.599
"2012-04-26",2031001.035
"2012-04-27",1334928.651
"2012-04-28",1042504.462
"2012-04-29",970611.948
"2012-04-30",1191280.939
"2012-05-01",995623.201
"2012-05-02",1093624.152
"2012-05-03",1118696.164
"2012-05-04",1168190.544
"2012-05-05",1089067.706
"2012-05-06",942031.341
"2012-05-07",1360550.692
"2012-05-08",4235212.547
"2012-05-09",2567050.111
"2012-05-10",1264003.508
"2012-05-11",1126846.07
"2012-05-12",3086157.901
"2012-05-13",2235581.966
"2012-05-14",2062283.748
"2012-05-15",2979362.456
"2012-05-16",3967466.929
"2012-05-17",3303219.434
"2012-05-18",2258449.065
"2012-05-19",1338498.238
"2012-05-20",1038377.366
"2012-05-21",3722513.265
"2012-05-22",4585990.256
"2012-05-23",2395544.217
"2012-05-24",1187257.425
"2012-05-25",1416401.316
"2012-05-26",5219577.842
"2012-05-27",2082024.364
"2012-05-28",2433082.741
"2012-05-29",3153174.673
"2012-05-30",1873294.866
"2012-05-31",4812129.309
"2012-06-01",3223156.245
"2012-06-02",2387134.36
"2012-06-03",1609492.547
"2012-06-04",3521172.509
"2012-06-05",5317556.456
"2012-06-06",2751676.412
"2012-06-07",4158245.014
"2012-06-08",6042248.698
"2012-06-09",1867311.942
"2012-06-10",1644528.245
"2012-06-11",4066159.985
"2012-06-12",2787261.324
"2012-06-13",1760143.067
"2012-06-14",5229504.533
"2012-06-15",3656680.349
"2012-06-16",4351600.724
"2012-06-17",1159009.953
"2012-06-18",2575358.106
"2012-06-19",2217216.37
"2012-06-20",1737453.295
"2012-06-21",1186755.333
"2012-06-22",1584455.898
"2012-06-23",3282570.077
"2012-06-24",2180761.314
"2012-06-25",1843260.419
"2012-06-26",1782749.753
"2012-06-27",1327378.717
"2012-06-28",3571435.206
"2012-06-29",2843499.263
"2012-06-30",1659773.182
"2012-07-01",1287322.111
"2012-07-02",1167866.969
"2012-07-03",1227878.767
"2012-07-04",2384064.436
"2012-07-05",1819963.939
"2012-07-06",1621179.083
"2012-07-07",4379832.144
"2012-07-08",623122.949
"2012-07-09",1893125.877
"2012-07-10",2373200.403
"2012-07-11",1249365.534
"2012-07-12",1310703.542
"2012-07-13",2448766.95
"2012-07-14",2369172.76
"2012-07-15",1672124.099
"2012-07-16",1695175.106
"2012-07-17",2666970.477
"2012-07-18",1740583.536
"2012-07-19",1295478.216
"2012-07-20",1421994.546
"2012-07-21",2234606.509
"2012-07-22",2017199.616
"2012-07-23",1883207.373
"2012-07-24",2038593.744
"2012-07-25",1181372.189
"2012-07-26",1759046.67
"2012-07-27",2542177.227
"2012-07-28",1721419.873
"2012-07-29",1270281.866
"2012-07-30",948209.355
"2012-07-31",2129740.04
"2012-08-01",2785336.89
"2012-08-02",1964547.298
"2012-08-03",1674221.833
"2012-08-04",1149479.488
"2012-08-05",2028384.346
"2012-08-06",1875108.811
"2012-08-07",1940221.755
"2012-08-08",1765841.135
"2012-08-09",1601461.745
"2012-08-10",1174688.424
"2012-08-11",1920172.472
"2012-08-12",1621721.944
"2012-08-13",1784521.536
"2012-08-14",1715320.342
"2012-08-15",1863928.721
"2012-08-16",1664499.548
"2012-08-17",2729697.58
"2012-08-18",2627510.82
"2012-08-19",3349445.756
"2012-08-20",9622289.3
"2012-08-21",6768934.301
"2012-08-22",5845207.913
"2012-08-23",8073544.018
"2012-08-24",7957035.361
"2012-08-25",9640536.112
"2012-08-26",3147442.026
"2012-08-27",3271317.782
"2012-08-28",8618370.671
"2012-08-29",12858493.643
"2012-08-30",13468328.554
"2012-08-31",6726903.675
"2012-09-01",11028471.468
"2012-09-02",6853914.887
"2012-09-03",4085171.785
"2012-09-04",6181981.318
"2012-09-05",8813231.517
"2012-09-06",16235603.508
"2012-09-07",20505513.352
"2012-09-08",11470487.222
"2012-09-09",4639990.618
"2012-09-10",12681255.039
"2012-09-11",23357681.841
"2012-09-12",7673581.175
"2012-09-13",24861234.925
"2012-09-14",18210399.122
"2012-09-15",9750031.706
"2012-09-16",11469649.952
"2012-09-17",13502363.623
"2012-09-18",12215553.701
"2012-09-19",26708894.665
"2012-09-20",19151623.134
"2012-09-21",8815674.084
"2012-09-22",33955701.468
"2012-09-23",10006137.697
"2012-09-24",8220431.728
"2012-09-25",2934062.341
"2012-09-26",1747872.327
"2012-09-27",1377324.528
"2012-09-28",2301007.674
"2012-09-29",1426952.879
"2012-09-30",1701101.393
"2012-10-01",1327585.717
"2012-10-02",2197482.526
"2012-10-03",1393561.63
"2012-10-04",1201539.476
"2012-10-05",2283634.905
"2012-10-06",2108275.873
"2012-10-07",1712849.004
"2012-10-08",1904907.84
"2012-10-09",1455360.202
"2012-10-10",1037860.322
"2012-10-11",1036064.965
"2012-10-12",2408018.727
"2012-10-13",2263100.715
"2012-10-14",2175251.887
"2012-10-15",932927.17
"2012-10-16",2153088.566
"2012-10-17",3128474.951
"2012-10-18",3397667.679
"2012-10-19",3198174.88
"2012-10-20",2628427.1
"2012-10-21",2417572.502
"2012-10-22",2035350.583
"2012-10-23",2554099.321
"2012-10-24",2318810.487
"2012-10-25",1546384.98
"2012-10-26",929136.851
"2012-10-27",1634453.613
"2012-10-28",1123144.916
"2012-10-29",1050571.592
"2012-10-30",1502588.044
"2012-10-31",6152986.359
"2012-11-01",2890562.393
"2012-11-02",959473.781
"2012-11-03",1583479.705
"2012-11-04",1878369.613
"2012-11-05",2691305.941
"2012-11-06",1785267.506
"2012-11-07",2038626.866
"2012-11-08",1465964.211
"2012-11-09",995659.285
"2012-11-10",481900.278
"2012-11-11",375713.675
"2012-11-12",545937.839
"2012-11-13",496141.068
"2012-11-14",1253459.552
"2012-11-15",2726951.542
"2012-11-16",3104026.869
"2012-11-17",3247990.843
"2012-11-18",2130380.056
"2012-11-19",1448137.128
"2012-11-20",1593483.956
"2012-11-21",1068059.971
"2012-11-22",1217516.937
"2012-11-23",1267259.82
"2012-11-24",1143992.612
"2012-11-25",895674.011
"2012-11-26",1074930.33
"2012-11-27",1282833.442
"2012-11-28",1892894.257
"2012-11-29",1387531.545
"2012-11-30",871782.266
"2012-12-01",606808.391
"2012-12-02",631736.582
"2012-12-03",1922115.722
"2012-12-04",2186081.698
"2012-12-05",2965970.432
"2012-12-06",3060984.558
"2012-12-07",2560250.21
"2012-12-08",1004848.061
"2012-12-09",874186.477
"2012-12-10",1504578.161
"2012-12-11",1564854.133
"2012-12-12",3267489.012
"2012-12-13",3435404.336
"2012-12-14",3494315.456
"2012-12-15",1776620.592
"2012-12-16",1672238.068
"2012-12-17",1899292.231
"2012-12-18",2370518.372
"2012-12-19",1257458.531
"2012-12-20",940555.609
"2012-12-21",1599689.198
"2012-12-22",1513456.938
"2012-12-23",924770.427
"2012-12-24",1001040.022
"2012-12-25",719758.576
"2012-12-26",507380.126
"2012-12-27",824369.122
"2012-12-28",1042278.614
"2012-12-29",1082114.463
"2012-12-30",763956.55
"2012-12-31",1167821.549
"2013-01-01",1526842.034
"2013-01-02",1942580.394
"2013-01-03",1638132.312
"2013-01-04",2368655.154
"2013-01-05",2270235.331
"2013-01-06",1053569.599
"2013-01-07",1302255.4
"2013-01-08",2088660.789
"2013-01-09",1849614.702
"2013-01-10",1391896.029
"2013-01-11",1436539.471
"2013-01-12",1014169.554
"2013-01-13",936443.161
"2013-01-14",868829.074
"2013-01-15",1895510.479
"2013-01-16",2368253.173
"2013-01-17",1902268.458
"2013-01-18",1579630.056
"2013-01-19",1747204.614
"2013-01-20",1163691.83
"2013-01-21",1125356.295
"2013-01-22",1388005.275
"2013-01-23",2199431.045
"2013-01-24",1697409.199
"2013-01-25",1850305.298
"2013-01-26",1390765.768
"2013-01-27",1225546.146
"2013-01-28",1664814.38
"2013-01-29",2197913.609
"2013-01-30",2223436.633
"2013-01-31",2389465.516
"2013-02-01",1815712.841
"2013-02-02",1401641.502
"2013-02-03",1430890.763
"2013-02-04",1808986.763
"2013-02-05",2019250.363
"2013-02-06",1924319.453
"2013-02-07",1741181.152
"2013-02-08",2048030.687
"2013-02-09",1876122.146
"2013-02-10",1492597.605
"2013-02-11",1371392.959
"2013-02-12",1271739.572
"2013-02-13",1270390.863
"2013-02-14",1284821.739
"2013-02-15",1569728.285
"2013-02-16",1236901.977
"2013-02-17",1025415.926
"2013-02-18",1349064.956
"2013-02-19",1309651.245
"2013-02-20",1297382.488
"2013-02-21",1107815.609
"2013-02-22",1477965.614
"2013-02-23",1352726.486
"2013-02-24",1587736.628
"2013-02-25",1901371.972
"2013-02-26",1573298.696
"2013-02-27",1642449.476
"2013-02-28",1331847.075
"2013-03-01",1621906.509
"2013-03-02",1676548.779
"2013-03-03",1033499.41
"2013-03-04",938719.59
"2013-03-05",1851112.582
"2013-03-06",2208007.593
"2013-03-07",1653013.754
"2013-03-08",1504043.042
"2013-03-09",874958.378
"2013-03-10",1273495.259
"2013-03-11",1090979.462
"2013-03-12",1280750.739
"2013-03-13",1598992.55
"2013-03-14",1278859.217
"2013-03-15",4072067.006
"2013-03-16",3481094.35
"2013-03-17",990629.708
"2013-03-18",1640629.404
"2013-03-19",3904974.877
"2013-03-20",1907336.63
"2013-03-21",1692764.318
"2013-03-22",1872881.849
"2013-03-23",1496233.098
"2013-03-24",1082056.08
"2013-03-25",1428160.792
"2013-03-26",1381606.593
"2013-03-27",3055075.436
"2013-03-28",1882944.373
"2013-03-29",1552824.38
"2013-03-30",1765378.993
"2013-03-31",1559233.902
"2013-04-01",1340646.518
"2013-04-02",2511772.575
"2013-04-03",2426363.037
"2013-04-04",2285305.003
"2013-04-05",2277775.258
"2013-04-06",1383020.598
"2013-04-07",1094580.441
"2013-04-08",1371481.27
"2013-04-09",1918801.683
"2013-04-10",2294955.683
"2013-04-11",2929384.84
"2013-04-12",2005155.974
"2013-04-13",1511454.667
"2013-04-14",812695.555
"2013-04-15",871408.532
"2013-04-16",1795688.63
"2013-04-17",1364790.98
"2013-04-18",6165997.457
"2013-04-19",2035030.29
"2013-04-20",1073892.028
"2013-04-21",1013491.404
"2013-04-22",1532386.051
"2013-04-23",1578962.347
"2013-04-24",2091426.705
"2013-04-25",1745107.969
"2013-04-26",1223971.538
"2013-04-27",893994.839
"2013-04-28",617354.608
"2013-04-29",897729.202
"2013-04-30",1785923.389
"2013-05-01",1233492.059
"2013-05-02",1127675.268
"2013-05-03",912306.813
"2013-05-04",552714.557
"2013-05-05",613475.063
"2013-05-06",794309.096
"2013-05-07",1023330.961
"2013-05-08",806731.721
"2013-05-09",693721.255
"2013-05-10",914238.402
"2013-05-11",706784.944
"2013-05-12",613817.457
"2013-05-13",995953.37
"2013-05-14",778189.972
"2013-05-15",825250.573
"2013-05-16",708868.278
"2013-05-17",751659.736
"2013-05-18",890106.52
"2013-05-19",465511.573
"2013-05-20",469681.09
"2013-05-21",669674.338
"2013-05-22",761102.618
"2013-05-23",669637.356
"2013-05-24",733232.761
"2013-05-25",865063.361
"2013-05-26",391310.154
"2013-05-27",504337.019
"2013-05-28",790756.391
"2013-05-29",771923.008
"2013-05-30",630011.589
"2013-05-31",738730.719
"2013-06-01",499558.633
"2013-06-02",437429.08
"2013-06-03",643729.255
"2013-06-04",730847.337
"2013-06-05",674394.727
"2013-06-06",762431.292
"2013-06-07",716027.769
"2013-06-08",428601.405
"2013-06-09",642064.629
"2013-06-10",491518.551
"2013-06-11",569521.548
"2013-06-12",600093.884
"2013-06-13",533607.002
"2013-06-14",741296.842
"2013-06-15",509157.725
"2013-06-16",458689.591
"2013-06-17",557268.802
"2013-06-18",600799.738
"2013-06-19",639946.243
"2013-06-20",664640.982
"2013-06-21",808002.23
"2013-06-22",453784.513
"2013-06-23",363194.718
"2013-06-24",519400.881
"2013-06-25",729778.864
"2013-06-26",647186.411
"2013-06-27",595242.991
"2013-06-28",582637.005
"2013-06-29",599896.387
"2013-06-30",421917.863
"2013-07-01",702652.263
"2013-07-02",858590.72
"2013-07-03",744097.362
"2013-07-04",887100.576
"2013-07-05",964524.839
"2013-07-06",845854.811
"2013-07-07",670229.728
"2013-07-08",684014.095
"2013-07-09",1087300.053
"2013-07-10",1218489.976
"2013-07-11",956221.102
"2013-07-12",1134412.888
"2013-07-13",881201.159
"2013-07-14",694343.801
"2013-07-15",605676.646
"2013-07-16",906868.496
"2013-07-17",1104177.144
"2013-07-18",965209.821
"2013-07-19",872196.437
"2013-07-20",567387.924
"2013-07-21",505908.067
"2013-07-22",866111.173
"2013-07-23",1029842.148
"2013-07-24",844442.525
"2013-07-25",777831.893
"2013-07-26",869402.177
"2013-07-27",533718.336
"2013-07-28",475543.787
"2013-07-29",801401.499
"2013-07-30",881026.573
"2013-07-31",1031238.996
"2013-08-01",1103374.378
"2013-08-02",906937.488
"2013-08-03",738992.074
"2013-08-04",501888.052
"2013-08-05",795629.125
"2013-08-06",749616.266
"2013-08-07",805001.561
"2013-08-08",785257.109
"2013-08-09",640799.004
"2013-08-10",517153.943
"2013-08-11",432494.39
"2013-08-12",731015.442
"2013-08-13",1196357.334
"2013-08-14",1405350.267
"2013-08-15",923708.575
"2013-08-16",1099833.809
"2013-08-17",983013.862
"2013-08-18",831928.947
"2013-08-19",1086202.696
"2013-08-20",955506.834
"2013-08-21",1186924.102
"2013-08-22",890014.517
"2013-08-23",828835.101
"2013-08-24",622248.642
"2013-08-25",565019.388
"2013-08-26",642473.937
"2013-08-27",895651.783
"2013-08-28",817469.698
"2013-08-29",2687667.893
"2013-08-30",727229.976
"2013-08-31",753757.548
"2013-09-01",1064159.23
"2013-09-02",748660.793
"2013-09-03",894041.011
"2013-09-04",895742.785
"2013-09-05",858463.128
"2013-09-06",838119.748
"2013-09-07",667774.784
"2013-09-08",409117.852
"2013-09-09",527143.176
"2013-09-10",1092297.075
"2013-09-11",806718.318
"2013-09-12",663689.95
"2013-09-13",734589.31
"2013-09-14",606148.193
"2013-09-15",410950.214
"2013-09-16",585717.368
"2013-09-17",672793.433
"2013-09-18",788617.13
"2013-09-19",785082.704
"2013-09-20",793416.423
"2013-09-21",522574.765
"2013-09-22",458740.471
"2013-09-23",783517.999
"2013-09-24",1095771.974
"2013-09-25",842440.859
"2013-09-26",717166.137
"2013-09-27",718883.773
"2013-09-28",592862.757
"2013-09-29",560375.158
"2013-09-30",691501.317
"2013-10-01",1039752.258
"2013-10-02",1095329.729
"2013-10-03",1108953.948
"2013-10-04",829560.592
"2013-10-05",550816.632
"2013-10-06",410691.015
"2013-10-07",595294.066
"2013-10-08",707716.713
"2013-10-09",862761.02
"2013-10-10",824938.138
"2013-10-11",870771.618
"2013-10-12",715254.466
"2013-10-13",637885.78
"2013-10-14",963077.955
"2013-10-15",822209.766
"2013-10-16",1024516.321
"2013-10-17",912009.374
"2013-10-18",880504.604
"2013-10-19",1066912.825
"2013-10-20",691056.482
"2013-10-21",979061.385
"2013-10-22",1235490.634
"2013-10-23",1096234.374
"2013-10-24",1068753.626
"2013-10-25",2883479.398
"2013-10-26",702233.659
"2013-10-27",505512.469
"2013-10-28",613494.073
"2013-10-29",1671663.71
"2013-10-30",712930.226
"2013-10-31",695676.657
"2013-11-01",686117.533
"2013-11-02",686361.06
"2013-11-03",538328.016
"2013-11-04",793106.557
"2013-11-05",1218397.71
"2013-11-06",945894.592
"2013-11-07",1071612.897
"2013-11-08",1144910.921
"2013-11-09",1024303.739
"2013-11-10",771057.032
"2013-11-11",723078.159
"2013-11-12",1022112.687
"2013-11-13",1201973.744
"2013-11-14",1263986.952
"2013-11-15",2139315.185
"2013-11-16",1922099.308
"2013-11-17",1032920.081
"2013-11-18",1868810.008
"2013-11-19",2532380.22
"2013-11-20",1605499.29
"2013-11-21",2028461.556
"2013-11-22",2680025.273
"2013-11-23",1528167.612
"2013-11-24",1415956.724
"2013-11-25",1453068.816
"2013-11-26",3518557.604
"2013-11-27",3576079.926
"2013-11-28",3492155.695
"2013-11-29",2819146.404
"2013-11-30",1908515.759
"2013-12-01",1459358.22
"2013-12-02",1408867.796
"2013-12-03",1224061.223
"2013-12-04",1393612.33
"2013-12-05",1464895.121
"2013-12-06",1218717.233
"2013-12-07",2246474.26
"2013-12-08",1409374.732
"2013-12-09",1241954.374
"2013-12-10",883234.451
"2013-12-11",1116560.57
"2013-12-12",800870.197
"2013-12-13",1015077.8
"2013-12-14",685149.223
"2013-12-15",479877.272
"2013-12-16",1464660.948
"2013-12-17",2043815.893
"2013-12-18",2028260.308
"2013-12-19",1314311.995
"2013-12-20",1090953.043
"2013-12-21",1054795.099
"2013-12-22",754702.354
"2013-12-23",801056.18
"2013-12-24",752936.872
"2013-12-25",1097540.476
"2013-12-26",553891.02
"2013-12-27",566821.573
"2013-12-28",714279.89
"2013-12-29",744045.318
"2013-12-30",811163.127
"2013-12-31",640497.388
"2014-01-01",525007.902
"2014-01-02",590706.948
"2014-01-03",963612.878
"2014-01-04",609284.448
"2014-01-05",847976.263
"2014-01-06",881121.209
"2014-01-07",866610.191
"2014-01-08",1089862.958
"2014-01-09",594481.55
"2014-01-10",613242.717
"2014-01-11",438326.067
"2014-01-12",383751.229
"2014-01-13",506489.697
"2014-01-14",646592.808
"2014-01-15",717169.648
"2014-01-16",599816.189
"2014-01-17",464566.521
"2014-01-18",358330.77
"2014-01-19",509881.872
"2014-01-20",802067.752
"2014-01-21",615535.645
"2014-01-22",494014.615
"2014-01-23",550964.54
"2014-01-24",693140.309
"2014-01-25",534461.289
"2014-01-26",349814.525
"2014-01-27",789929.914
"2014-01-28",752428.662
"2014-01-29",482434.93
"2014-01-30",545337.944
"2014-01-31",455912.567
"2014-02-01",447692.954
"2014-02-02",455281.812
"2014-02-03",528609.74
"2014-02-04",678275.46
"2014-02-05",653404.23
"2014-02-06",853640.946
"2014-02-07",848509.676
"2014-02-08",602439.984
"2014-02-09",549603.562
"2014-02-10",640746.23
"2014-02-11",760757.13
"2014-02-12",655177.75
"2014-02-13",601867.433
"2014-02-14",788230.069
"2014-02-15",963549.391
"2014-02-16",535099.119
"2014-02-17",646105.514
"2014-02-18",505763.654
"2014-02-19",457454.041
"2014-02-20",494954.941
"2014-02-21",614005.679
"2014-02-22",376956.445
"2014-02-23",403304.455
"2014-02-24",753715.243
"2014-02-25",1064788.543
"2014-02-26",686983.725
"2014-02-27",621739.937
"2014-02-28",601985.119
"2014-03-01",782306.575
"2014-03-02",539949.015
"2014-03-03",972398.614
"2014-03-04",1100369.102
"2014-03-05",695394.899
"2014-03-06",672160.806
"2014-03-07",2335941.884
"2014-03-08",1754719.956
"2014-03-09",626975.06
"2014-03-10",1634554.232
"2014-03-11",1148465.115
"2014-03-12",1002730.268
"2014-03-13",814550.588
"2014-03-14",689820.957
"2014-03-15",506583.72
"2014-03-16",462623.861
"2014-03-17",517959.636
"2014-03-18",2075230.608
"2014-03-19",1602006.393
"2014-03-20",775632.172
"2014-03-21",619998.798
"2014-03-22",458635.537
"2014-03-23",313956.403
"2014-03-24",638123.376
"2014-03-25",585139.692
"2014-03-26",501214.933
"2014-03-27",756564.796
"2014-03-28",806230.249
"2014-03-29",509121.74
"2014-03-30",551880.315
"2014-03-31",729762.054
"2014-04-01",703152.603
"2014-04-02",712975.981
"2014-04-03",842061.803
"2014-04-04",663996.414
"2014-04-05",753433.734
"2014-04-06",450531.729
"2014-04-07",445138.849
"2014-04-08",511123.316
"2014-04-09",485103.878
"2014-04-10",851803.105
"2014-04-11",827736.815
"2014-04-12",455422.91
"2014-04-13",377624.968
"2014-04-14",576197.244
"2014-04-15",680667.753
"2014-04-16",828585.864
"2014-04-17",815861.179
"2014-04-18",671188.436
"2014-04-19",581524.682
"2014-04-20",404073.962
"2014-04-21",704751.174
"2014-04-22",767457.153
"2014-04-23",722510.506
"2014-04-24",559681.808
"2014-04-25",550861.729
"2014-04-26",407118.297
"2014-04-27",278902.366
"2014-04-28",482175.411
"2014-04-29",566494.922
"2014-04-30",548190.838
"2014-05-01",471807.903
"2014-05-02",498876.557
"2014-05-03",658967.992
"2014-05-04",454251.727
"2014-05-05",575576.643
"2014-05-06",661019.797
"2014-05-07",799617.093
"2014-05-08",1310228.932
"2014-05-09",1352519.578
"2014-05-10",730814.54
"2014-05-11",481606.52
"2014-05-12",535630.484
"2014-05-13",708545.996
"2014-05-14",634329.026
"2014-05-15",790157.093
"2014-05-16",767480.929
"2014-05-17",484797.373
"2014-05-18",324600.827
"2014-05-19",478218.721
"2014-05-20",1283778.261
"2014-05-21",880729.11
"2014-05-22",802081.58
"2014-05-23",1246459.492
"2014-05-24",973175.147
"2014-05-25",808996.966
"2014-05-26",716702.795
"2014-05-27",889789.71
"2014-05-28",932703.75
"2014-05-29",700606.523
"2014-05-30",920847.434
"2014-05-31",602173.781
"2014-06-01",709780.792
"2014-06-02",711248.761
"2014-06-03",1139172.3
"2014-06-04",924375.504
"2014-06-05",1002352.43
"2014-06-06",1178339.323
"2014-06-07",577982.862
"2014-06-08",815990.029
"2014-06-09",341221.735
"2014-06-10",614894.552
"2014-06-11",546126.052
"2014-06-12",686936.353
"2014-06-13",1167896.172
"2014-06-14",472211.461
"2014-06-15",448374.429
"2014-06-16",723679.883
"2014-06-17",460801.322
"2014-06-18",573046.443
"2014-06-19",650150.795
"2014-06-20",609970.364
"2014-06-21",503587.728
"2014-06-22",520673.987
"2014-06-23",493645.538
"2014-06-24",974332.675
"2014-06-25",525512.107
"2014-06-26",523609.745
"2014-06-27",465624.735
"2014-06-28",386544.91
"2014-06-29",336897.026
"2014-06-30",586067.115
"2014-07-01",922663.248
"2014-07-02",953854.066
"2014-07-03",646583.721
"2014-07-04",425600.318
"2014-07-05",402775.097
"2014-07-06",392600.46
"2014-07-07",427135.813
"2014-07-08",400562.567
"2014-07-09",462661.141
"2014-07-10",509362.754
"2014-07-11",439592.253
"2014-07-12",457155.405
"2014-07-13",503290.925
"2014-07-14",448907.651
"2014-07-15",597198.165
"2014-07-16",567687.777
"2014-07-17",473771.878
"2014-07-18",552675.728
"2014-07-19",348919.263
"2014-07-20",261004.708
"2014-07-21",419218.177
"2014-07-22",409845.88
"2014-07-23",411686.294
"2014-07-24",518394.674
"2014-07-25",504563.973
"2014-07-26",349792.161
"2014-07-27",245926.746
"2014-07-28",443294.083
"2014-07-29",542927.255
"2014-07-30",401968.065
"2014-07-31",442521.556
"2014-08-01",467637.699
"2014-08-02",371023.995
"2014-08-03",444379.291
"2014-08-04",399294.104
"2014-08-05",529514.942
"2014-08-06",560463.963
"2014-08-07",452393.109
"2014-08-08",297685.622
"2014-08-09",420310.582
"2014-08-10",341775.029
"2014-08-11",495304.617
"2014-08-12",764214.678
"2014-08-13",717606.614
"2014-08-14",700727.31
"2014-08-15",796925.765
"2014-08-16",689805.106
"2014-08-17",493900.281
"2014-08-18",978813.38
"2014-08-19",655716.688
"2014-08-20",575101.377
"2014-08-21",613696.605
"2014-08-22",3355242.274
"2014-08-23",667276.922
"2014-08-24",483183.159
"2014-08-25",837227.985
"2014-08-26",1849501.097
"2014-08-27",1473447.111
"2014-08-28",729893.911
"2014-08-29",527726.826
"2014-08-30",643988.266
"2014-08-31",545659.858
"2014-09-01",687875.755
"2014-09-02",574246.066
"2014-09-03",512676.888
"2014-09-04",443030.792
"2014-09-05",446975.74
"2014-09-06",391892.955
"2014-09-07",320158.103
"2014-09-08",519189.741
"2014-09-09",488189.952
"2014-09-10",506624.707
"2014-09-11",466172.26
"2014-09-12",454009.528
"2014-09-13",358930.194
"2014-09-14",332978.298
"2014-09-15",462681.122
"2014-09-16",437451.48
"2014-09-17",462824.868
"2014-09-18",652489.244
"2014-09-19",741891.735
"2014-09-20",720476.682
"2014-09-21",875032.106
"2014-09-22",507462.729
"2014-09-23",738732.141
"2014-09-24",957227.819
"2014-09-25",686077.582
"2014-09-26",596150.468
"2014-09-27",532351.156
"2014-09-28",453805.818
"2014-09-29",654029.329
"2014-09-30",631639.835
"2014-10-01",731277.106
"2014-10-02",624053.19
"2014-10-03",646978.005
"2014-10-04",701363.388
"2014-10-05",832748.7
"2014-10-06",1220734.779
"2014-10-07",877334.115
"2014-10-08",767509.055
"2014-10-09",1095727.483
"2014-10-10",919976.99
"2014-10-11",700669.808
"2014-10-12",462113.009
"2014-10-13",763961.063
"2014-10-14",901154.579
"2014-10-15",1182079.054
"2014-10-16",1054418.564
"2014-10-17",941743.99
"2014-10-18",623439.827
"2014-10-19",469915.197
"2014-10-20",779840.441
"2014-10-21",597224.094
"2014-10-22",856126.742
"2014-10-23",1056703.001
"2014-10-24",729895.512
"2014-10-25",967324.382
"2014-10-26",869465.612
"2014-10-27",1047668.332
"2014-10-28",831304.765
"2014-10-29",785066.401
"2014-10-30",713144.345
"2014-10-31",1213778.66
"2014-11-01",827309.289
"2014-11-02",559357.271
"2014-11-03",1042661.312
"2014-11-04",923157.213
"2014-11-05",1152156.045
"2014-11-06",748729.864
"2014-11-07",878920.594
"2014-11-08",610662.429
"2014-11-09",527379.887
"2014-11-10",892187.114
"2014-11-11",696341.699
"2014-11-12",987906.622
"2014-11-13",1238485.92
"2014-11-14",1507331.412
"2014-11-15",818788.582
"2014-11-16",696352.429
"2014-11-17",810899.075
"2014-11-18",1003526.484
"2014-11-19",932714.638
"2014-11-20",1049769.09
"2014-11-21",1154314.516
"2014-11-22",1010860.917
"2014-11-23",630481.049
"2014-11-24",684551.847
"2014-11-25",971907.563
"2014-11-26",1104521.734
"2014-11-27",1029359.486
"2014-11-28",1213410.976
"2014-11-29",1033732.094
"2014-11-30",990440.121
"2014-12-01",1309082.45
"2014-12-02",1337249.838
"2014-12-03",1219368.151
"2014-12-04",993707.546
"2014-12-05",1282269.548
"2014-12-06",680509.661
"2014-12-07",804717.078
"2014-12-08",1393038.481
"2014-12-09",1356402.3
"2014-12-10",1349030.263
"2014-12-11",826047.189
"2014-12-12",748838.747
"2014-12-13",936868.679
"2014-12-14",602573.156
"2014-12-15",838145.725
