"Date","Various bitcoin currency statistics"
"2014-12-16",987898.298
"2014-12-17",1013157.429
"2014-12-18",1297165.975
"2014-12-19",883379.821
"2014-12-20",755847.599
"2014-12-21",597130.43
"2014-12-22",1311029.418
"2014-12-23",1095934.414
"2014-12-24",1028991.521
"2014-12-25",901768.47
"2014-12-26",635722.56
"2014-12-27",711498.405
"2014-12-28",698406.146
"2014-12-29",693097.273
"2014-12-30",1118283.639
"2014-12-31",989198.004
"2015-01-01",489722.073
"2015-01-02",695649.948
"2015-01-03",774531.68
"2015-01-04",1193920.561
"2015-01-05",1083677.283
"2015-01-06",1113410.373
"2015-01-07",1286463.671
"2015-01-08",1220111.037
"2015-01-09",1272129.628
"2015-01-10",1161365.529
"2015-01-11",1288684.759
"2015-01-12",1006862.227
"2015-01-13",1638176.188
"2015-01-14",2363588.937
"2015-01-15",2644489.468
"2015-01-16",1973818.741
"2015-01-17",1295133.394
"2015-01-18",987549.526
"2015-01-19",961837.517
"2015-01-20",1340464
"2015-01-21",1331879.333
"2015-01-22",1361930.617
"2015-01-23",1062942.253
"2015-01-24",1201496.78
"2015-01-25",960414.822
"2015-01-26",1985592.629
"2015-01-27",1238580.794
"2015-01-28",928260.256
"2015-01-29",960905.218
"2015-01-30",928813.677
"2015-01-31",771780.318
"2015-02-01",825510.154
"2015-02-02",934329.696
"2015-02-03",1169774.191
"2015-02-04",1254353.855
"2015-02-05",1271930.421
"2015-02-06",1017057.813
"2015-02-07",698170.29
"2015-02-08",640910.27
"2015-02-09",813074.017
"2015-02-10",820608.788
"2015-02-11",868785.527
"2015-02-12",819424.175
"2015-02-13",1009747.505
"2015-02-14",743325.924
"2015-02-15",734014.84
"2015-02-16",735253.322
"2015-02-17",769047.253
"2015-02-18",814178.368
"2015-02-19",703399.909
"2015-02-20",723775.887
"2015-02-21",765685.842
"2015-02-22",480914.145
"2015-02-23",718922.651
"2015-02-24",830578.411
"2015-02-25",793938.982
"2015-02-26",783337.058
"2015-02-27",1875028.085
"2015-02-28",711898.997
"2015-03-01",915290.39
"2015-03-02",2057569.867
"2015-03-03",1209244.95
"2015-03-04",927352.902
"2015-03-05",1005916.168
"2015-03-06",940738.476
"2015-03-07",982317.327
"2015-03-08",2518102.636
"2015-03-09",869353.142
"2015-03-10",1209163.672
"2015-03-11",964364.132
"2015-03-12",1105245.833
"2015-03-13",936006.721
"2015-03-14",845760.367
"2015-03-15",567261.992
"2015-03-16",845772.829
"2015-03-17",879535.339
"2015-03-18",1313065.331
"2015-03-19",1264777.941
"2015-03-20",898988.249
"2015-03-21",671989.201
"2015-03-22",500187.762
"2015-03-23",777604.435
"2015-03-24",995369.888
"2015-03-25",1048542.223
"2015-03-26",970255.895
"2015-03-27",1081116.668
"2015-03-28",699832.037
"2015-03-29",542197.767
"2015-03-30",809237.493
"2015-03-31",780481.876
"2015-04-01",1065013.433
"2015-04-02",919886.27
"2015-04-03",710039.264
"2015-04-04",534385.212
"2015-04-05",464142.976
"2015-04-06",630939.02
"2015-04-07",825264.712
"2015-04-08",920414.833
"2015-04-09",869233.747
"2015-04-10",938294.358
"2015-04-11",775358.464
"2015-04-12",518158.275
"2015-04-13",736302.888
"2015-04-14",1094007.709
"2015-04-15",796458.568
"2015-04-16",1092751.348
"2015-04-17",1160090.329
"2015-04-18",888595.045
"2015-04-19",824017.018
"2015-04-20",1314222.74
"2015-04-21",1167048.984
"2015-04-22",1492167.795
"2015-04-23",1043100.654
"2015-04-24",1300018.225
"2015-04-25",1061784.872
"2015-04-26",986913.304
"2015-04-27",1387033.685
"2015-04-28",1282095.821
"2015-04-29",1302466.315
"2015-04-30",1220912.967
"2015-05-01",1211402.252
"2015-05-02",938951.081
"2015-05-03",814631.001
"2015-05-04",1115767.987
"2015-05-05",1185724.429
"2015-05-06",1163293.865
"2015-05-07",1369922.518
"2015-05-08",1125450.448
"2015-05-09",912949.881
"2015-05-10",995251.993
"2015-05-11",1075275.174
"2015-05-12",1161665.751
"2015-05-13",1071140.424
"2015-05-14",1047459.529
"2015-05-15",1014614.791
"2015-05-16",744402.193
"2015-05-17",686643.867
"2015-05-18",827210.096
"2015-05-19",1143305.566
"2015-05-20",1191754.86
"2015-05-21",957204.681
"2015-05-22",1165755.117
"2015-05-23",1144605.368
"2015-05-24",702062.28
"2015-05-25",886365.21
"2015-05-26",1039896.703
"2015-05-27",1119412
"2015-05-28",1049285.993
"2015-05-29",1125299.618
"2015-05-30",928260.478
"2015-05-31",782197.708
"2015-06-01",1473819.952
"2015-06-02",1517326.809
"2015-06-03",1325341.044
"2015-06-04",1277219.058
"2015-06-05",1443588.412
"2015-06-06",1086475.725
"2015-06-07",1064474.916
"2015-06-08",1001943.988
"2015-06-09",1244998.717
"2015-06-10",1303509.802
"2015-06-11",1392935.776
"2015-06-12",1324268.321
"2015-06-13",1103192.294
"2015-06-14",1329986.083
"2015-06-15",1370312.788
"2015-06-16",1844236.257
"2015-06-17",1955229.236
"2015-06-18",1459868.831
"2015-06-19",1837052.86
"2015-06-20",1286244.196
"2015-06-21",921198.446
"2015-06-22",1059024.193
"2015-06-23",1260338.91
"2015-06-24",1132574.146
"2015-06-25",942740.58
"2015-06-26",1512668.253
"2015-06-27",1294255.248
"2015-06-28",870994.431
"2015-06-29",1139559.772
"2015-06-30",1734608.373
"2015-07-01",1280883.765
"2015-07-02",1337087.915
"2015-07-03",1337098.451
"2015-07-04",1036173.958
"2015-07-05",933717.891
"2015-07-06",1530520.877
"2015-07-07",1344477.334
"2015-07-08",1278925.215
"2015-07-09",1298475.191
"2015-07-10",1780454.013
"2015-07-11",1354466.273
"2015-07-12",1292504.569
"2015-07-13",1331647.863
"2015-07-14",1286400.64
"2015-07-15",1268311.651
"2015-07-16",1473628.098
"2015-07-17",1229550.441
"2015-07-18",947779.373
"2015-07-19",751333.209
"2015-07-20",949290.191
"2015-07-21",1096580.925
"2015-07-22",1030804.423
"2015-07-23",1185367.953
"2015-07-24",1221682.858
"2015-07-25",879910.289
"2015-07-26",579341.807
"2015-07-27",926695.322
"2015-07-28",1265076.765
"2015-07-29",1103188.351
"2015-07-30",1033333.158
"2015-07-31",1041513.336
"2015-08-01",884759.556
"2015-08-02",671499.469
"2015-08-03",949949.815
"2015-08-04",1075348.883
"2015-08-05",1327670.612
"2015-08-06",1103973.305
"2015-08-07",1228088.121
"2015-08-08",1303148.206
"2015-08-09",1075398.359
"2015-08-10",1381572.867
"2015-08-11",1195838.48
"2015-08-12",1281112.96
"2015-08-13",1461956.275
"2015-08-14",1328948.019
"2015-08-15",1201448.04
"2015-08-16",1145737.755
"2015-08-17",1414273.993
"2015-08-18",1704654.578
"2015-08-19",1803977.193
"2015-08-20",1570874.331
"2015-08-21",1529910.596
"2015-08-22",1217558.105
"2015-08-23",1169074.884
"2015-08-24",1811809.748
"2015-08-25",2136229.162
"2015-08-26",1656288.99
"2015-08-27",1595398.217
"2015-08-28",1621121.83
"2015-08-29",1154973.296
"2015-08-30",799631.79
"2015-08-31",1064439.482
"2015-09-01",1568804.786
"2015-09-02",1453675.881
"2015-09-03",1211735.92
"2015-09-04",1116494.719
"2015-09-05",1077080.375
"2015-09-06",961656.671
"2015-09-07",950863.321
"2015-09-08",1260514.609
"2015-09-09",1451482.776
"2015-09-10",1382058.061
"2015-09-11",1280146.774
"2015-09-12",858171.454
"2015-09-13",814693.735
"2015-09-14",1223402.059
"2015-09-15",1321276.593
"2015-09-16",1432383.606
"2015-09-17",1352347.355
"2015-09-18",1201441.587
"2015-09-19",1301022.974
"2015-09-20",869500.503
"2015-09-21",1487223.854
"2015-09-22",1536071.651
"2015-09-23",1354982.61
"2015-09-24",1131711.597
"2015-09-25",1449833.87
"2015-09-26",1084746.277
"2015-09-27",762590.482
"2015-09-28",1369699.087
"2015-09-29",1643197.116
"2015-09-30",1549007.547
"2015-10-01",1408171.124
"2015-10-02",1834545.022
"2015-10-03",1180360.36
"2015-10-04",918962.564
"2015-10-05",1215322.432
"2015-10-06",1780616.553
"2015-10-07",1481143.695
"2015-10-08",1975585.338
"2015-10-09",1352775.246
"2015-10-10",1283682.356
"2015-10-11",980167.59
"2015-10-12",1362093.229
"2015-10-13",1618164.228
"2015-10-14",1604043.532
"2015-10-15",2130369.117
"2015-10-16",1706812.79
"2015-10-17",1734621.278
"2015-10-18",1071197.315
"2015-10-19",1370688.344
"2015-10-20",1577569.835
"2015-10-21",1461543.981
"2015-10-22",1621906.313
"2015-10-23",1442045.166
"2015-10-24",1438771.541
"2015-10-25",1349019.65
"2015-10-26",1555314.875
"2015-10-27",1817399.43
"2015-10-28",1982987.32
"2015-10-29",2282588.666
"2015-10-30",2576175.753
"2015-10-31",1892685.654
"2015-11-01",1808217.939
"2015-11-02",2318357.456
"2015-11-03",2921589.028
"2015-11-04",11707414.86
"2015-11-05",3874950.612
"2015-11-06",2867169.802
"2015-11-07",2299911.468
"2015-11-08",2106559.626
"2015-11-09",2906015.996
"2015-11-10",2580989.226
"2015-11-11",3860070.457
"2015-11-12",2970257.42
"2015-11-13",2861605.149
"2015-11-14",3242922.675
"2015-11-15",2128062.231
"2015-11-16",2538621.219
"2015-11-17",1856400.162
"2015-11-18",2009885.641
"2015-11-19",2024646.994
"2015-11-20",2253779.267
"2015-11-21",1611089.44
"2015-11-22",1104568.386
"2015-11-23",1278362.904
"2015-11-24",1414610.272
"2015-11-25",1858049.909
"2015-11-26",2148058.274
"2015-11-27",2195779.209
"2015-11-28",2064689.215
"2015-11-29",1270903.67
"2015-11-30",2271903.227
"2015-12-01",2663137.258
"2015-12-02",2701487.049
"2015-12-03",2151712.507
"2015-12-04",2667462.208
"2015-12-05",4814997.075
"2015-12-06",5637565.634
"2015-12-07",3098092.997
"2015-12-08",2992135.185
"2015-12-09",3869382.898
"2015-12-10",3370213.782
"2015-12-11",3624518.393
"2015-12-12",3535444.344
"2015-12-13",5135908.454
"2015-12-14",4813539.635
"2015-12-15",4352520.595
"2015-12-16",4432222.993
"2015-12-17",4256300.693
"2015-12-18",4026919.224
"2015-12-19",3973674.78
"2015-12-20",3854017.05
"2015-12-21",5241787.465
"2015-12-22",4814662.102
"2015-12-23",4523984.277
"2015-12-24",4734609.237
"2015-12-25",4018262.267
"2015-12-26",2670582.944
"2015-12-27",1517703.744
"2015-12-28",1979239.841
"2015-12-29",2089114.923
"2015-12-30",2490059.568
"2015-12-31",1227621.269
"2016-01-01",976452.839
"2016-01-02",1014427.408
"2016-01-03",891683.747
"2016-01-04",1016358.616
"2016-01-05",1196076.642
"2016-01-06",1492712.392
"2016-01-07",1536633.732
"2016-01-08",1294742.515
"2016-01-09",898916.059
"2016-01-10",1156445.687
"2016-01-11",1754221.804
"2016-01-12",1240624.841
"2016-01-13",1418323.062
"2016-01-14",1200884.444
"2016-01-15",1605659.354
"2016-01-16",1627411.818
"2016-01-17",6688157.584
"2016-01-18",9211159.676
"2016-01-19",10636308.785
"2016-01-20",5061050.413
"2016-01-21",3520396.332
"2016-01-22",7043414.583
"2016-01-23",33278578.024
"2016-01-24",38433356.142
"2016-01-25",45992222.558
"2016-01-26",7554131.782
"2016-01-27",9956892.413
"2016-01-28",12897554.298
"2016-01-29",6544542.321
"2016-01-30",4276470.357
"2016-01-31",1414303.014
"2016-02-01",4997779.266
"2016-02-02",3929600.015
"2016-02-03",1976661.551
"2016-02-04",2341430.416
"2016-02-05",3499411.402
"2016-02-06",3304540.948
"2016-02-07",2957759.248
"2016-02-08",2650183.043
"2016-02-09",2285064.557
"2016-02-10",2522137.318
"2016-02-11",2731609.219
"2016-02-12",2627933.255
"2016-02-13",2705466.813
"2016-02-14",2795383.456
"2016-02-15",3665303.367
"2016-02-16",3996092.8
"2016-02-17",3953386.843
"2016-02-18",3903312.14
"2016-02-19",4069429.391
"2016-02-20",4918446.341
"2016-02-21",4198706.241
"2016-02-22",4350212.802
"2016-02-23",3976883.696
"2016-02-24",3726616.875
"2016-02-25",3124689.67
"2016-02-26",3335713.663
"2016-02-27",2577124.498
"2016-02-28",8045197.654
"2016-02-29",8973334.426
"2016-03-01",11910037.676
"2016-03-02",5912875.38
"2016-03-03",3660823.725
"2016-03-04",6843890.071
"2016-03-05",18219205.885
"2016-03-06",4004392.263
"2016-03-07",2835066.071
"2016-03-08",2358524.713
"2016-03-09",2036078.8
"2016-03-10",2456426.106
"2016-03-11",2370005.658
"2016-03-12",1969207.682
"2016-03-13",1506469.53
"2016-03-14",2279601.661
"2016-03-15",2178009.21
"2016-03-16",12271722.731
"2016-03-17",10141726.55
"2016-03-18",2457182.442
"2016-03-19",5098832.835
"2016-03-20",1729851.945
"2016-03-21",1990510.38
"2016-03-22",2215916.834
"2016-03-23",2111320.058
"2016-03-24",2204252.776
"2016-03-25",2205698.57
"2016-03-26",1641260.723
"2016-03-27",1669836.531
"2016-03-28",1960785.121
"2016-03-29",2003758.549
"2016-03-30",2199901.05
"2016-03-31",2142400.635
"2016-04-01",2109360.286
"2016-04-02",1965843.021
"2016-04-03",1508390.273
"2016-04-04",2056696.286
"2016-04-05",2255979.359
"2016-04-06",2314862.078
"2016-04-07",2839473.246
"2016-04-08",2562759.253
"2016-04-09",2534235.177
"2016-04-10",1926491.659
"2016-04-11",2454123.873
"2016-04-12",3429822.608
"2016-04-13",3219968.159
"2016-04-14",2914673.072
"2016-04-15",3815209.067
"2016-04-16",3332612.617
"2016-04-17",2586774.196
"2016-04-18",3662053.349
"2016-04-19",3661654.333
"2016-04-20",4120807.029
"2016-04-21",4757256.083
"2016-04-22",5348349.571
"2016-04-23",3942258.295
"2016-04-24",2196643.541
"2016-04-25",2663023.74
"2016-04-26",2624477.87
"2016-04-27",2697707.972
"2016-04-28",2550648.292
"2016-04-29",2696094.719
"2016-04-30",1973333.046
"2016-05-01",1812553.236
"2016-05-02",2380338.225
"2016-05-03",2288265.763
"2016-05-04",2301610.154
"2016-05-05",2185608.483
"2016-05-06",2184572.2
"2016-05-07",2037398.245
"2016-05-08",1679528.768
"2016-05-09",2031175.234
"2016-05-10",2133563.302
"2016-05-11",2474215.756
"2016-05-12",2356429.506
"2016-05-13",2507296.785
"2016-05-14",2043885.881
"2016-05-15",2021074.129
"2016-05-16",2539330.633
"2016-05-17",2703021.573
"2016-05-18",2295199.04
"2016-05-19",2550845.13
"2016-05-20",2133086.96
"2016-05-21",1739646.532
"2016-05-22",1425391.907
"2016-05-23",1940214.062
"2016-05-24",2437979.358
"2016-05-25",3586419.223
"2016-05-26",3526000.133
"2016-05-27",4081218.742
"2016-05-28",3641074.866
"2016-05-29",2762806.414
"2016-05-30",2315032.858
"2016-05-31",2537578.076
"2016-06-01",2324008.882
"2016-06-02",2470443.756
"2016-06-03",1951996.473
"2016-06-04",1556686.063
"2016-06-05",1809876.983
"2016-06-06",1840146.95
"2016-06-07",2159519.448
"2016-06-08",2094713.653
"2016-06-09",2052849.367
"2016-06-10",2285892.565
"2016-06-11",1947982.446
"2016-06-12",2633506.071
"2016-06-13",2833943.221
"2016-06-14",2398265.616
"2016-06-15",2176726.764
"2016-06-16",2826165.191
"2016-06-17",2800379.216
"2016-06-18",2348389.785
"2016-06-19",2075440.958
"2016-06-20",2423545.009
"2016-06-21",2938995.808
"2016-06-22",2627001.508
"2016-06-23",3252032.643
"2016-06-24",2759270.206
"2016-06-25",2349878.073
"2016-06-26",1777284.247
"2016-06-27",2127812.294
"2016-06-28",1847650.74
"2016-06-29",2060057.483
"2016-06-30",2013921.605
"2016-07-01",2021388.538
"2016-07-02",2167221.441
"2016-07-03",1774492.057
"2016-07-04",2268252.703
"2016-07-05",2217962.326
"2016-07-06",1991370.95
"2016-07-07",2063346.59
