"Date","Various bitcoin currency statistics"
"2016-07-01",679.8
"2016-07-02",694.05
"2016-07-03",661.29
"2016-07-04",668.38
"2016-07-05",670.33
"2016-07-06",675.99
"2016-07-07",677.04
